,transaction_id,user_id,genero,linea_tc,interes_tc,monto,fecha,hora,establecimiento,ciudad,status_txn,is_prime,dcto,cashback,fraude,anio,marca,proveedor
13075,13076,2427,F,72000,53,800.82,16/01/20,4,Tienda departamental,Monterrey,Rechazada,False,0.0,24.02,False,2017,Samsung,Telcel
13076,13077,2471,N,70000,49,229.62,16/01/20,4,Tienda departamental,Guadalajara,Aceptada,False,0.0,6.89,False,2017,Samsung,Movistar
13077,13078,2512,F,27000,43,659.98,16/01/20,4,Supermercado,Guadalajara,Aceptada,False,0.0,19.8,False,2020,Huawei,ATT
13078,13079,3470,F,87000,35,340.97,16/01/20,4,Tienda departamental,Tijuana,En proceso,False,0.0,10.23,False,2021,Apple,ATT
13079,13080,3533,M,49000,37,347.11,16/01/20,4,Abarrotes,Cancún,Aceptada,False,0.0,10.41,False,2015,Apple,Telcel
13080,13081,3626,F,75000,34,637.65,16/01/20,4,Unknown,Monterrey,Aceptada,False,0.0,19.13,False,2021,Apple,ATT
13081,13082,3875,M,64000,54,379.87,16/01/20,4,Farmacia,Monterrey,Aceptada,False,18.99,11.4,False,2019,Huawei,ATT
13082,13083,238,F,76000,57,144.02,16/01/20,5,Unknown,Monterrey,Aceptada,False,0.0,4.32,False,2020,Motorola,Telcel
13083,13084,555,F,37000,32,141.81,16/01/20,5,Farmacia,Guadalajara,En proceso,False,7.09,4.25,False,2020,Huawei,Telcel
13084,13085,807,N,68000,39,277.82,16/01/20,5,Supermercado,Tijuana,Aceptada,False,0.0,8.33,False,2020,Huawei,Telcel
13085,13086,875,F,81000,61,637.01,16/01/20,5,Tienda departamental,Monterrey,Aceptada,False,0.0,19.11,False,2020,Huawei,Movistar
13086,13087,1082,N,41000,57,956.55,16/01/20,5,Tienda departamental,Ciudad de México,Aceptada,False,0.0,66.96,False,2017,Apple,Movistar
13087,13088,1155,F,41000,41,504.6,16/01/20,5,Farmacia,Cancún,Aceptada,False,0.0,15.14,False,2021,Samsung,Telcel
13088,13089,1540,M,76000,53,261.74,16/01/20,5,Farmacia,Monterrey,Aceptada,False,0.0,7.85,False,2021,Samsung,Telcel
13089,13090,1767,N,30000,52,394.3,16/01/20,5,Compra en línea,Monterrey,Aceptada,True,0.0,19.72,False,2018,Huawei,Telcel
13090,13091,1860,M,25000,63,540.99,16/01/20,5,Farmacia,Nezahualcóyotl,Aceptada,False,0.0,16.23,False,2018,Motorola,Telcel
13091,13092,2572,M,86000,60,742.1,16/01/20,5,Abarrotes,Nezahualcóyotl,Aceptada,False,0.0,22.26,False,2018,Apple,Movistar
13092,13093,2944,M,36000,40,606.81,16/01/20,5,Tienda departamental,Tijuana,Aceptada,True,0.0,18.2,False,2017,Samsung,Movistar
13093,13094,2977,F,66000,44,682.75,16/01/20,5,Farmacia,Ciudad de México,Aceptada,False,0.0,20.48,False,2020,Samsung,Telcel
13094,13095,3282,M,63000,61,367.67,16/01/20,5,Abarrotes,Ciudad de México,Aceptada,False,0.0,11.03,False,2016,Huawei,Telcel
13095,13096,3308,F,72000,49,965.62,16/01/20,5,Compra en línea,Guadalajara,Aceptada,False,0.0,28.97,False,2018,Motorola,Telcel
13096,13097,3667,F,87000,58,621.55,16/01/20,5,Farmacia,Guadalajara,Rechazada,False,0.0,18.65,False,2018,Samsung,Telcel
13097,13098,3685,F,88000,55,157.71,16/01/20,5,Tienda departamental,Guadalajara,Aceptada,False,0.0,4.73,False,2018,Samsung,Telcel
13098,13099,3830,F,47000,45,699.94,16/01/20,5,Supermercado,Monterrey,Aceptada,False,0.0,21.0,False,2018,Motorola,Telcel
13099,13100,210,F,32000,60,672.26,16/01/20,6,Abarrotes,Guadalajara,Aceptada,False,0.0,20.17,False,2015,Samsung,Telcel
13100,13101,331,F,89000,40,1132.44,16/01/20,6,Farmacia,Monterrey,En proceso,False,0.0,33.97,False,2020,Samsung,Telcel
13101,13102,573,M,87000,56,218.73,16/01/20,6,Supermercado,Ciudad de México,Aceptada,False,0.0,6.56,False,2019,Apple,Telcel
13102,13103,682,F,68000,36,311.77,16/01/20,6,Farmacia,Tijuana,Rechazada,False,15.59,9.35,False,2019,Samsung,Movistar
13103,13104,712,N,28000,62,635.51,16/01/20,6,Compra en línea,Monterrey,Aceptada,False,31.78,31.78,False,2019,Apple,Movistar
13104,13105,712,N,28000,62,854.28,16/01/20,6,Farmacia,Tijuana,Aceptada,False,0.0,25.63,False,2020,Apple,Telcel
13105,13106,1728,M,38000,32,256.23,16/01/20,6,Farmacia,Guadalajara,En proceso,False,0.0,7.69,False,2022,Samsung,Telcel
13106,13107,1958,N,33000,63,943.16,16/01/20,6,Unknown,Monterrey,En proceso,False,0.0,28.29,False,2019,Apple,Telcel
13107,13108,2176,M,74000,42,423.86,16/01/20,6,Supermercado,Tijuana,Rechazada,False,0.0,12.72,False,2016,Samsung,Telcel
13108,13109,2376,F,51000,43,679.29,16/01/20,6,Tienda departamental,Cancún,Aceptada,False,0.0,20.38,False,2019,Samsung,Telcel
13109,13110,2608,F,69000,36,1250.75,16/01/20,6,Compra en línea,Guadalajara,Aceptada,False,62.54,62.54,True,2020,Huawei,ATT
13110,13111,2636,F,96000,48,745.01,16/01/20,6,Farmacia,Monterrey,Rechazada,False,37.25,22.35,False,2020,Samsung,Telcel
13111,13112,2824,F,79000,62,546.28,16/01/20,6,Abarrotes,Guadalajara,En proceso,False,0.0,16.39,False,2017,Motorola,Telcel
13112,13113,2834,M,51000,36,1111.18,16/01/20,6,Compra en línea,Guadalajara,Aceptada,False,0.0,33.34,False,2019,Apple,ATT
13113,13114,3003,M,97000,48,339.67,16/01/20,6,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,10.19,False,2021,Huawei,Telcel
13114,13115,3037,F,28000,52,118.96,16/01/20,6,Tienda departamental,Nezahualcóyotl,En proceso,False,0.0,3.57,False,2019,Samsung,ATT
13115,13116,3167,M,46000,56,296.54,16/01/20,6,Supermercado,Monterrey,Aceptada,False,0.0,8.9,False,2020,Samsung,ATT
13116,13117,3297,F,59000,55,185.37,16/01/20,6,Tienda departamental,Monterrey,Aceptada,False,0.0,5.56,False,2021,Huawei,ATT
13117,13118,3567,F,70000,38,932.57,16/01/20,6,Compra en línea,Ciudad de México,Aceptada,False,0.0,27.98,False,2021,Samsung,Telcel
13118,13119,3590,F,73000,58,720.99,16/01/20,6,Abarrotes,Nezahualcóyotl,Aceptada,False,36.05,21.63,False,2019,Samsung,Movistar
13119,13120,3798,M,67000,46,936.52,16/01/20,6,Compra en línea,Monterrey,Aceptada,True,0.0,28.1,False,2020,Motorola,ATT
13120,13121,3802,F,88000,42,246.26,16/01/20,6,Farmacia,Guadalajara,Aceptada,False,0.0,7.39,False,2017,Motorola,Telcel
13121,13122,3957,M,29000,63,411.88,16/01/20,6,Compra en línea,Guadalajara,Aceptada,False,20.59,12.36,False,2020,Motorola,ATT
13122,13123,173,M,90000,33,389.01,16/01/20,7,Supermercado,Ciudad de México,Rechazada,False,19.45,11.67,False,2016,Samsung,Movistar
13123,13124,219,M,73000,49,193.08,16/01/20,7,Tienda departamental,Monterrey,Rechazada,False,9.65,5.79,False,2019,Apple,Telcel
13124,13125,227,M,44000,53,488.85,16/01/20,7,Tienda departamental,Nezahualcóyotl,En proceso,False,0.0,14.67,False,2020,Samsung,Telcel
13125,13126,364,N,54000,55,484.81,16/01/20,7,Supermercado,Ciudad de México,Aceptada,False,0.0,24.24,False,2018,Samsung,Telcel
13126,13127,514,M,82000,34,322.43,16/01/20,7,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,9.67,False,2019,Apple,Telcel
13127,13128,659,F,77000,55,248.76,16/01/20,7,Farmacia,Guadalajara,Aceptada,False,0.0,7.46,False,2014,Samsung,Movistar
13128,13129,809,M,27000,61,225.99,16/01/20,7,Farmacia,Monterrey,Rechazada,False,0.0,6.78,False,2020,Samsung,ATT
13129,13130,1123,M,43000,50,97.67,16/01/20,7,Tienda departamental,Guadalajara,En proceso,False,0.0,2.93,False,2017,Motorola,Telcel
13130,13131,1242,M,78000,59,168.27,16/01/20,7,Unknown,Toluca,Aceptada,True,0.0,5.05,False,2018,Motorola,Telcel
13131,13132,1729,M,32000,61,237.46,16/01/20,7,Abarrotes,Guadalajara,En proceso,False,0.0,7.12,False,2018,Motorola,Movistar
13132,13133,2203,N,34000,47,732.06,16/01/20,7,Compra en línea,Toluca,En proceso,False,0.0,21.96,False,2019,Apple,Movistar
13133,13134,2339,N,35000,32,463.37,16/01/20,7,Compra en línea,Monterrey,Aceptada,True,23.17,32.44,False,2020,Motorola,ATT
13134,13135,2796,F,39000,55,471.28,16/01/20,7,Tienda departamental,Monterrey,Rechazada,False,23.56,23.56,True,2017,Samsung,Telcel
13135,13136,3432,M,40000,61,1.0,16/01/20,7,Compra en línea,Nezahualcóyotl,En proceso,False,0.0,0.03,False,2019,Apple,Movistar
13136,13137,3438,F,58000,44,133.69,16/01/20,7,Tienda departamental,Guadalajara,Aceptada,False,0.0,4.01,False,2021,Apple,ATT
13137,13138,3504,M,77000,37,418.96,16/01/20,7,Unknown,Guadalajara,En proceso,False,0.0,12.57,False,2020,Samsung,Telcel
13138,13139,3682,M,78000,37,488.84,16/01/20,7,Farmacia,Ciudad de México,Rechazada,True,0.0,14.67,False,2020,Huawei,Movistar
13139,13140,3823,F,83000,50,727.71,16/01/20,7,Supermercado,Ciudad de México,En proceso,False,0.0,21.83,False,2018,Samsung,ATT
13140,13141,3890,F,61000,47,890.52,16/01/20,7,Abarrotes,Cancún,Aceptada,False,0.0,26.72,False,2018,Samsung,Telcel
13141,13142,3993,N,98000,63,406.58,16/01/20,7,Unknown,Guadalajara,Aceptada,False,0.0,12.2,False,2015,Huawei,ATT
13142,13143,71,F,41000,42,294.26,16/01/20,8,Tienda departamental,Nezahualcóyotl,Rechazada,False,14.71,8.83,False,2019,Motorola,Movistar
13143,13144,428,M,95000,58,511.5,16/01/20,8,Supermercado,Monterrey,Aceptada,False,25.58,15.35,False,2020,Motorola,Telcel
13144,13145,447,F,74000,52,573.54,16/01/20,8,Supermercado,Ciudad de México,En proceso,False,0.0,17.21,False,2018,Samsung,Telcel
13145,13146,595,F,29000,60,708.71,16/01/20,8,Compra en línea,Ciudad de México,Rechazada,False,0.0,21.26,False,2015,Motorola,Telcel
13146,13147,688,F,49000,35,805.19,16/01/20,8,Tienda departamental,Monterrey,Aceptada,False,0.0,24.16,False,2021,Huawei,Movistar
13147,13148,774,F,62000,56,851.47,16/01/20,8,Farmacia,Tijuana,Rechazada,False,42.57,25.54,False,2017,Samsung,Movistar
13148,13149,796,F,46000,51,321.85,16/01/20,8,Compra en línea,Monterrey,Aceptada,False,16.09,9.66,False,2019,Samsung,Telcel
13149,13150,1278,F,26000,63,718.67,16/01/20,8,Farmacia,Nezahualcóyotl,Aceptada,False,0.0,21.56,False,2018,Huawei,Telcel
13150,13151,1531,F,35000,50,418.29,16/01/20,8,Compra en línea,Monterrey,Aceptada,False,20.91,12.55,False,2022,Huawei,Telcel
13151,13152,1611,F,54000,34,609.05,16/01/20,8,Farmacia,Nezahualcóyotl,Aceptada,False,0.0,18.27,False,2021,Huawei,Telcel
13152,13153,1635,F,29000,47,525.85,16/01/20,8,Compra en línea,Ciudad de México,Aceptada,False,0.0,15.78,False,2016,Huawei,ATT
13153,13154,1799,F,93000,38,293.81,16/01/20,8,Abarrotes,Tijuana,Aceptada,False,0.0,14.69,False,2018,Huawei,Telcel
13154,13155,1816,F,30000,63,770.31,16/01/20,8,Supermercado,Nezahualcóyotl,En proceso,True,0.0,23.11,False,2018,Samsung,Movistar
13155,13156,2267,M,58000,37,231.15,16/01/20,8,Compra en línea,Monterrey,Aceptada,False,11.56,6.93,False,2019,Motorola,Telcel
13156,13157,2288,M,51000,59,123.05,16/01/20,8,Compra en línea,Monterrey,Rechazada,False,6.15,3.69,False,2019,Motorola,Telcel
13157,13158,2658,F,89000,42,327.21,16/01/20,8,Farmacia,Monterrey,Aceptada,False,0.0,9.82,True,2019,Samsung,Movistar
13158,13159,2814,F,47000,59,447.48,16/01/20,8,Farmacia,Ciudad de México,Aceptada,False,0.0,13.42,False,2019,Motorola,ATT
13159,13160,2937,M,40000,50,114.47,16/01/20,8,Compra en línea,Monterrey,Aceptada,False,0.0,5.72,False,2021,Motorola,Telcel
13160,13161,2976,F,91000,42,421.21,16/01/20,8,Compra en línea,Guadalajara,Aceptada,False,0.0,12.64,False,2012,Samsung,Telcel
13161,13162,3010,N,83000,48,1093.64,16/01/20,8,Supermercado,Nezahualcóyotl,Aceptada,True,54.68,32.81,False,2019,Apple,ATT
13162,13163,3054,M,74000,50,356.07,16/01/20,8,Compra en línea,Guadalajara,Aceptada,True,0.0,24.92,False,2021,Motorola,Telcel
13163,13164,3100,M,62000,58,477.8,16/01/20,8,Supermercado,Guadalajara,Aceptada,False,0.0,14.33,True,2019,Apple,ATT
13164,13165,3105,N,66000,56,252.39,16/01/20,8,Compra en línea,Monterrey,Aceptada,True,0.0,7.57,False,2019,Samsung,Movistar
13165,13166,3149,F,77000,45,567.76,16/01/20,8,Abarrotes,Ciudad de México,Aceptada,True,0.0,17.03,False,2019,Samsung,ATT
13166,13167,3543,F,67000,58,645.78,16/01/20,8,Abarrotes,Monterrey,Aceptada,False,32.29,19.37,False,2019,Samsung,Telcel
13167,13168,3592,M,51000,45,796.02,16/01/20,8,Supermercado,Monterrey,Aceptada,False,39.8,23.88,False,2017,Samsung,ATT
13168,13169,3673,M,36000,35,871.92,16/01/20,8,Unknown,Monterrey,Aceptada,True,0.0,26.16,False,2019,Motorola,Telcel
13169,13170,3767,M,60000,51,167.22,16/01/20,8,Farmacia,Monterrey,Rechazada,False,8.36,11.71,True,2015,Motorola,Telcel
13170,13171,3834,N,60000,58,372.33,16/01/20,8,Compra en línea,Monterrey,Aceptada,False,0.0,11.17,False,2017,Samsung,Telcel
13171,13172,3906,F,36000,55,846.59,16/01/20,8,Tienda departamental,Ciudad de México,Aceptada,False,0.0,59.26,False,2021,Motorola,ATT
13172,13173,9,N,62000,45,26.88,16/01/20,9,Tienda departamental,Guadalajara,Rechazada,False,0.0,0.81,False,2016,Huawei,ATT
13173,13174,66,N,30000,55,407.58,16/01/20,9,Tienda departamental,Toluca,Aceptada,False,0.0,12.23,False,2016,Samsung,ATT
13174,13175,93,F,87000,49,312.74,16/01/20,9,Farmacia,Monterrey,Aceptada,False,15.64,9.38,False,2019,Motorola,ATT
13175,13176,93,F,87000,49,34.25,16/01/20,9,Tienda departamental,Monterrey,Aceptada,False,1.71,1.03,False,2019,Motorola,ATT
13176,13177,304,M,93000,43,66.75,16/01/20,9,Supermercado,Guadalajara,Aceptada,False,0.0,2.0,False,2018,Motorola,Telcel
13177,13178,331,F,89000,40,183.08,16/01/20,9,Supermercado,Tijuana,Aceptada,False,0.0,5.49,False,2019,Apple,Telcel
13178,13179,432,M,93000,41,151.18,16/01/20,9,Farmacia,Toluca,En proceso,False,0.0,4.54,False,2019,Motorola,Movistar
13179,13180,489,F,39000,37,313.4,16/01/20,9,Tienda departamental,Guadalajara,Aceptada,False,15.67,9.4,False,2019,Motorola,Telcel
13180,13181,516,F,85000,39,1005.33,16/01/20,9,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,30.16,True,2019,Apple,Telcel
13181,13182,530,M,34000,54,83.22,16/01/20,9,Compra en línea,Monterrey,Aceptada,True,4.16,2.5,False,2019,Apple,Telcel
13182,13183,696,F,81000,54,159.05,16/01/20,9,Tienda departamental,Ciudad de México,En proceso,True,0.0,4.77,False,2022,Apple,ATT
13183,13184,773,N,84000,46,910.6,16/01/20,9,Farmacia,Monterrey,Aceptada,False,0.0,63.74,False,2019,Motorola,Telcel
13184,13185,842,N,97000,44,1013.09,16/01/20,9,Farmacia,Tijuana,Rechazada,False,50.65,30.39,False,2017,Samsung,ATT
13185,13186,864,F,27000,55,530.3,16/01/20,9,Tienda departamental,Guadalajara,Rechazada,False,0.0,15.91,False,2018,Motorola,ATT
13186,13187,877,F,35000,62,725.66,16/01/20,9,Compra en línea,Tijuana,Aceptada,True,0.0,21.77,False,2017,Apple,Movistar
13187,13188,922,F,91000,34,315.16,16/01/20,9,Abarrotes,Monterrey,Aceptada,False,0.0,9.45,False,2020,Motorola,Telcel
13188,13189,1230,F,97000,46,778.48,16/01/20,9,Farmacia,Ciudad de México,En proceso,False,38.92,23.35,False,2021,Samsung,ATT
13189,13190,1263,F,53000,61,675.98,16/01/20,9,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,20.28,False,2020,Huawei,ATT
13190,13191,1308,N,32000,52,246.26,16/01/20,9,Supermercado,Nezahualcóyotl,Aceptada,False,0.0,7.39,False,2018,Apple,ATT
13191,13192,1377,F,30000,53,242.68,16/01/20,9,Compra en línea,Monterrey,Aceptada,False,0.0,7.28,False,2018,Samsung,ATT
13192,13193,1380,M,82000,38,520.12,16/01/20,9,Compra en línea,Cancún,Aceptada,False,0.0,15.6,False,2017,Samsung,Telcel
13193,13194,1488,M,95000,49,696.74,16/01/20,9,Compra en línea,Guadalajara,Aceptada,False,0.0,20.9,False,2022,Huawei,Telcel
13194,13195,1611,F,54000,34,771.86,16/01/20,9,Supermercado,Nezahualcóyotl,Aceptada,False,38.59,23.16,False,2021,Huawei,Telcel
13195,13196,1791,F,60000,38,693.21,16/01/20,9,Tienda departamental,Nezahualcóyotl,Rechazada,True,0.0,20.8,False,2020,Huawei,Movistar
13196,13197,1804,N,91000,50,106.48,16/01/20,9,Unknown,Monterrey,En proceso,False,5.32,3.19,False,2018,Samsung,Telcel
13197,13198,1808,F,76000,47,159.6,16/01/20,9,Supermercado,Guadalajara,Aceptada,False,0.0,4.79,False,2019,Samsung,ATT
13198,13199,1818,M,26000,55,901.8,16/01/20,9,Compra en línea,Nezahualcóyotl,En proceso,False,0.0,63.13,False,2021,Motorola,Telcel
13199,13200,1823,F,47000,46,500.95,16/01/20,9,Compra en línea,Monterrey,Aceptada,False,0.0,15.03,False,2021,Apple,Telcel
13200,13201,2083,N,80000,34,402.32,16/01/20,9,Tienda departamental,Monterrey,Aceptada,False,0.0,12.07,False,2020,Samsung,ATT
13201,13202,2098,M,73000,32,462.64,16/01/20,9,Supermercado,Cancún,Aceptada,False,0.0,23.13,False,2018,Samsung,Telcel
13202,13203,2121,F,28000,50,159.7,16/01/20,9,Unknown,Nezahualcóyotl,Aceptada,False,0.0,4.79,False,2016,Samsung,Movistar
13203,13204,2180,M,26000,58,737.32,16/01/20,9,Unknown,Monterrey,Aceptada,False,0.0,22.12,False,2017,Samsung,Movistar
13204,13205,2220,F,49000,63,805.87,16/01/20,9,Farmacia,Ciudad de México,Rechazada,False,0.0,56.41,True,2020,Motorola,ATT
13205,13206,2236,M,49000,48,430.04,16/01/20,9,Tienda departamental,Ciudad de México,Aceptada,False,0.0,12.9,False,2015,Motorola,Telcel
13206,13207,2414,F,67000,42,69.11,16/01/20,9,Compra en línea,Guadalajara,Aceptada,False,0.0,2.07,False,2018,Motorola,Telcel
13207,13208,2462,M,66000,47,615.73,16/01/20,9,Tienda departamental,Ciudad de México,Aceptada,False,30.79,18.47,False,2020,Samsung,Telcel
13208,13209,2577,F,52000,46,436.4,16/01/20,9,Farmacia,Tijuana,Aceptada,True,0.0,13.09,False,2018,Huawei,ATT
13209,13210,2787,F,85000,34,330.56,16/01/20,9,Farmacia,Monterrey,Aceptada,False,0.0,9.92,False,2017,Apple,Movistar
13210,13211,2937,M,40000,50,117.53,16/01/20,9,Farmacia,Guadalajara,Aceptada,False,0.0,3.53,False,2021,Motorola,Telcel
13211,13212,3013,F,81000,57,152.97,16/01/20,9,Unknown,Monterrey,Aceptada,False,0.0,4.59,False,2020,Huawei,Telcel
13212,13213,3166,F,26000,50,622.91,16/01/20,9,Compra en línea,Nezahualcóyotl,Aceptada,False,31.15,18.69,False,2019,Huawei,Movistar
13213,13214,3167,M,46000,56,965.54,16/01/20,9,Tienda departamental,Monterrey,Aceptada,False,0.0,28.97,False,2020,Samsung,ATT
13214,13215,3373,F,37000,57,613.28,16/01/20,9,Compra en línea,Cancún,Rechazada,False,0.0,30.66,False,2016,Apple,Telcel
13215,13216,3446,F,69000,52,361.24,16/01/20,9,Supermercado,Monterrey,Aceptada,False,0.0,10.84,False,2019,Apple,Telcel
13216,13217,3535,F,92000,42,581.38,16/01/20,9,Supermercado,Monterrey,En proceso,False,0.0,17.44,False,2018,Huawei,ATT
13217,13218,3605,M,28000,38,827.57,16/01/20,9,Farmacia,Ciudad de México,En proceso,False,0.0,24.83,False,2020,Motorola,Telcel
13218,13219,3678,F,87000,58,538.33,16/01/20,9,Tienda departamental,Nezahualcóyotl,Aceptada,False,26.92,16.15,False,2019,Samsung,Telcel
13219,13220,3701,F,49000,45,1.0,16/01/20,9,Compra en línea,Ciudad de México,Aceptada,False,0.0,0.03,False,2021,Apple,Telcel
13220,13221,3841,F,41000,56,379.35,16/01/20,9,Compra en línea,Guadalajara,Rechazada,False,0.0,11.38,False,2018,Huawei,Telcel
13221,13222,3851,F,82000,49,1.0,16/01/20,9,Unknown,Toluca,En proceso,False,0.0,0.03,False,2019,Apple,Telcel
13222,13223,3942,M,85000,62,451.87,16/01/20,9,Compra en línea,Tijuana,Aceptada,False,0.0,13.56,False,2021,Apple,ATT
13223,13224,90,M,88000,54,1221.39,16/01/20,10,Unknown,Monterrey,Aceptada,False,0.0,36.64,False,2021,Huawei,Telcel
13224,13225,95,M,25000,52,621.36,16/01/20,10,Compra en línea,Tijuana,Aceptada,False,0.0,31.07,False,2013,Motorola,Movistar
13225,13226,187,F,32000,47,239.46,16/01/20,10,Farmacia,Monterrey,En proceso,True,0.0,7.18,False,2015,Samsung,ATT
13226,13227,340,M,99000,47,916.17,16/01/20,10,Compra en línea,Monterrey,Aceptada,False,0.0,27.49,False,2015,Motorola,Telcel
13227,13228,343,M,65000,53,205.69,16/01/20,10,Tienda departamental,Nezahualcóyotl,En proceso,False,10.28,6.17,False,2017,Motorola,Telcel
13228,13229,548,M,37000,50,718.7,16/01/20,10,Farmacia,Nezahualcóyotl,Aceptada,False,35.94,35.94,False,2013,Huawei,Telcel
13229,13230,572,M,57000,55,1172.36,16/01/20,10,Farmacia,Nezahualcóyotl,Rechazada,False,0.0,58.62,False,2013,Samsung,Telcel
13230,13231,642,M,59000,42,1.0,16/01/20,10,Farmacia,Toluca,Aceptada,False,0.0,0.03,False,2022,Apple,ATT
13231,13232,693,F,97000,47,1011.42,16/01/20,10,Farmacia,Guadalajara,En proceso,False,0.0,30.34,False,2017,Apple,Telcel
13232,13233,839,N,67000,36,999.28,16/01/20,10,Unknown,Guadalajara,En proceso,True,0.0,29.98,False,2022,Samsung,ATT
13233,13234,860,M,32000,46,858.11,16/01/20,10,Compra en línea,Ciudad de México,Aceptada,False,0.0,25.74,False,2015,Motorola,ATT
13234,13235,874,M,81000,59,883.61,16/01/20,10,Compra en línea,Guadalajara,En proceso,False,44.18,26.51,True,2016,Huawei,ATT
13235,13236,967,M,36000,44,223.63,16/01/20,10,Supermercado,Monterrey,Rechazada,False,0.0,6.71,False,2017,Motorola,Movistar
13236,13237,967,M,36000,44,349.57,16/01/20,10,Farmacia,Monterrey,Aceptada,False,0.0,10.49,False,2020,Samsung,ATT
13237,13238,987,M,70000,42,396.5,16/01/20,10,Unknown,Monterrey,Rechazada,False,19.83,11.9,False,2020,Samsung,ATT
13238,13239,1000,N,72000,52,352.0,16/01/20,10,Tienda departamental,Ciudad de México,Rechazada,False,17.6,10.56,False,2020,Huawei,Telcel
13239,13240,1000,N,72000,52,182.58,16/01/20,10,Unknown,Ciudad de México,Aceptada,False,0.0,5.48,False,2020,Huawei,Telcel
13240,13241,1028,M,88000,32,312.14,16/01/20,10,Tienda departamental,Cancún,En proceso,True,15.61,9.36,False,2018,Samsung,Telcel
13242,13243,1245,M,81000,33,546.01,16/01/20,10,Tienda departamental,Monterrey,Aceptada,False,0.0,16.38,False,2019,Samsung,Telcel
13243,13244,1275,F,88000,47,951.34,16/01/20,10,Farmacia,Guadalajara,Rechazada,False,47.57,28.54,False,2017,Motorola,Telcel
13244,13245,1346,M,62000,46,103.09,16/01/20,10,Unknown,Tijuana,Aceptada,True,0.0,3.09,False,2019,Huawei,Movistar
13245,13246,1379,F,59000,62,487.07,16/01/20,10,Unknown,Monterrey,Aceptada,False,0.0,14.61,False,2021,Apple,Telcel
13246,13247,1399,F,37000,48,113.43,16/01/20,10,Abarrotes,Monterrey,En proceso,False,0.0,3.4,False,2022,Samsung,ATT
13247,13248,1477,N,90000,49,393.67,16/01/20,10,Supermercado,Ciudad de México,Aceptada,False,0.0,11.81,False,2019,Huawei,Telcel
13248,13249,1547,M,28000,34,919.88,16/01/20,10,Farmacia,Monterrey,En proceso,False,0.0,27.6,False,2017,Motorola,ATT
13249,13250,1690,M,46000,40,753.63,16/01/20,10,Unknown,Monterrey,Aceptada,False,0.0,22.61,False,2016,Samsung,Telcel
13250,13251,1700,F,70000,36,310.78,16/01/20,10,Abarrotes,Monterrey,Aceptada,False,0.0,9.32,False,2019,Samsung,Movistar
13251,13252,1840,F,60000,43,646.11,16/01/20,10,Abarrotes,Guadalajara,Aceptada,False,0.0,19.38,False,2019,Samsung,ATT
13252,13253,2019,F,54000,33,825.75,16/01/20,10,Tienda departamental,Guadalajara,Aceptada,False,0.0,24.77,False,2021,Huawei,Movistar
13253,13254,2088,M,63000,44,716.43,16/01/20,10,Farmacia,Tijuana,En proceso,False,0.0,21.49,False,2020,Apple,Movistar
13254,13255,2205,M,49000,64,515.9,16/01/20,10,Abarrotes,Guadalajara,Aceptada,False,0.0,15.48,False,2016,Huawei,Movistar
13256,13257,2399,F,88000,35,316.42,16/01/20,10,Compra en línea,Guadalajara,Aceptada,False,0.0,22.15,False,2020,Apple,Telcel
13257,13258,2420,M,59000,62,464.59,16/01/20,10,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,13.94,False,2019,Apple,ATT
13258,13259,2469,M,54000,36,307.46,16/01/20,10,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,15.37,False,2018,Samsung,Movistar
13259,13260,2497,F,43000,38,550.04,16/01/20,10,Tienda departamental,Ciudad de México,Aceptada,False,0.0,16.5,False,2019,Motorola,ATT
13260,13261,2499,M,99000,37,520.31,16/01/20,10,Compra en línea,Cancún,Aceptada,False,0.0,15.61,False,2019,Samsung,Movistar
13261,13262,2579,M,96000,40,544.61,16/01/20,10,Farmacia,Monterrey,Aceptada,False,0.0,16.34,False,2018,Motorola,Telcel
13262,13263,2624,M,87000,61,1.0,16/01/20,10,Farmacia,Cancún,Aceptada,False,0.0,0.03,False,2020,Apple,Telcel
13263,13264,2633,F,49000,33,713.43,16/01/20,10,Supermercado,Monterrey,En proceso,False,0.0,21.4,False,2019,Samsung,Telcel
13264,13265,2758,M,45000,34,411.85,16/01/20,10,Tienda departamental,Nezahualcóyotl,Aceptada,False,20.59,12.36,False,2021,Apple,Telcel
13265,13266,3166,F,26000,50,468.25,16/01/20,10,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,23.41,False,2020,Huawei,Telcel
13266,13267,3266,M,74000,61,590.37,16/01/20,10,Compra en línea,Guadalajara,Aceptada,False,29.52,17.71,False,2018,Samsung,ATT
13267,13268,3273,M,39000,50,546.57,16/01/20,10,Supermercado,Monterrey,Aceptada,True,0.0,16.4,False,2020,Motorola,ATT
13268,13269,3359,M,82000,44,672.92,16/01/20,10,Supermercado,Ciudad de México,Aceptada,False,0.0,20.19,False,2020,Huawei,Telcel
13269,13270,3460,M,47000,35,307.04,16/01/20,10,Compra en línea,Tijuana,Rechazada,False,0.0,9.21,False,2021,Samsung,ATT
